Gene,Tissue,Spearmanρ,Cancer
AGPAT5,Normal,-0.03583439596308451,LSCC
AGPAT5,Tumor,0.47848371392913963,LSCC
AGPS,Normal,0.3991417084218811,LSCC
AGPS,Tumor,0.5234597540179294,LSCC
AGR2,Normal,0.6322508398656215,LSCC
AGR2,Tumor,0.9046366953423457,LSCC
AGR3,Normal,0.5471589061879132,LSCC
AGR3,Tumor,0.8315405866102392,LSCC
AGRN,Normal,0.011996023009503594,LSCC
AGRN,Tumor,0.4224383615252999,LSCC
AGT,Normal,0.03403532854098183,LSCC
AGT,Tumor,0.20955235912033654,LSCC
AGTPBP1,Normal,0.5095275422767134,LSCC
AGTPBP1,Tumor,0.5050992459556287,LSCC
AGTRAP,Normal,0.32117183831232166,LSCC
AGTRAP,Tumor,0.6629670824351271,LSCC
AHCTF1,Normal,0.3699829136422422,LSCC
AHCTF1,Tumor,0.5106915063435302,LSCC
AHCY,Normal,-0.016306095098524546,LSCC
AHCY,Tumor,0.8799432202501739,LSCC
AHCYL1,Normal,-0.23530771703985134,LSCC
AHCYL1,Tumor,0.5068926424495318,LSCC
AHCYL2,Normal,0.10860817107972402,LSCC
AHCYL2,Tumor,0.7738432078653291,LSCC
AHDC1,Normal,0.08359703498201049,LSCC
AHDC1,Tumor,0.6428782379223946,LSCC
AHNAK,Normal,0.48154236157722546,LSCC
AHNAK,Tumor,0.6181421929710873,LSCC
AHNAK2,Normal,0.5130380302052239,LSCC
AHNAK2,Tumor,0.8674161714601685,LSCC
AHR,Normal,0.07254271574612578,LSCC
AHR,Tumor,0.800563035439683,LSCC
AHSA1,Normal,0.11405555756240292,LSCC
AHSA1,Tumor,0.8608038716930083,LSCC
AHSG,Normal,0.2628458498023715,LSCC
AHSG,Tumor,-0.15980592441266597,LSCC
AHSP,Normal,0.44936721676622454,LSCC
AHSP,Tumor,0.3039357978314693,LSCC
AIDA,Normal,0.20724707310424242,LSCC
AIDA,Tumor,0.5992278507258575,LSCC
AIF1,Normal,0.7662536574793194,LSCC
AIF1,Tumor,0.883603617338472,LSCC
AIF1L,Normal,0.770241664559477,LSCC
AIF1L,Tumor,0.8845351396153077,LSCC
AIFM1,Normal,0.30718491492974026,LSCC
AIFM1,Tumor,0.5281374146160221,LSCC
AIFM2,Normal,0.2892832759592474,LSCC
AIFM2,Tumor,0.2321497045499562,LSCC
AIMP1,Normal,-0.1294647898078501,LSCC
AIMP1,Tumor,0.20025828804385168,LSCC
AIMP2,Normal,0.05283371913700908,LSCC
AIMP2,Tumor,0.22757624935044746,LSCC
AIP,Normal,0.31199653216775636,LSCC
AIP,Tumor,0.640745759968664,LSCC
AJUBA,Normal,0.4720225409095835,LSCC
AJUBA,Tumor,0.7123476902264522,LSCC
AK1,Normal,0.3623523462052523,LSCC
AK1,Tumor,0.5192965408175902,LSCC
AK2,Normal,0.1783989394186383,LSCC
AK2,Tumor,0.32167252565091886,LSCC
AK3,Normal,0.09307550870814875,LSCC
AK3,Tumor,0.5052635590233121,LSCC
AK4,Normal,0.42400751363652783,LSCC
AK4,Tumor,0.69168405308335,LSCC
AK6,Normal,0.09595162321656958,LSCC
AK6,Tumor,0.2724856383434794,LSCC
AK7,Normal,0.522955457087818,LSCC
AK7,Tumor,0.5099618104036366,LSCC
AK9,Normal,-0.07198079231692676,LSCC
AK9,Tumor,-0.022384570426651082,LSCC
AKAP1,Normal,0.48912682243125694,LSCC
AKAP1,Tumor,0.873036287595149,LSCC
AKAP10,Normal,0.22193564235410945,LSCC
AKAP10,Tumor,0.6335229167262092,LSCC
AKAP11,Normal,-0.2031290074391299,LSCC
AKAP11,Tumor,0.53097766673883,LSCC
AKAP12,Normal,0.08527254994039664,LSCC
AKAP12,Tumor,0.6482814796132395,LSCC
AKAP13,Normal,0.053541965339474765,LSCC
AKAP13,Tumor,0.5327661417485068,LSCC
AKAP17A,Normal,-0.012281950229282999,LSCC
AKAP17A,Tumor,0.4657855940108527,LSCC
AKAP5,Normal,0.05275510204081633,LSCC
AKAP5,Tumor,0.5646990064289888,LSCC
AKAP6,Normal,-0.14940664219243577,LSCC
AKAP6,Tumor,0.11686579605445957,LSCC
AKAP7,Normal,0.14557371467483826,LSCC
AKAP7,Tumor,0.2952049378377191,LSCC
AKAP8,Normal,0.0548641941418677,LSCC
AKAP8,Tumor,0.7854648864250535,LSCC
AKAP8L,Normal,0.005931459493083143,LSCC
AKAP8L,Tumor,0.5615968866347409,LSCC
AKAP9,Normal,0.29094390058880903,LSCC
AKAP9,Tumor,0.488753608276887,LSCC
AKNA,Normal,0.2504280605425713,LSCC
AKNA,Tumor,0.6484037840464146,LSCC
AKR1A1,Normal,0.40161109706317955,LSCC
AKR1A1,Tumor,0.6195470957539037,LSCC
AKR1B1,Normal,0.7509184370183626,LSCC
AKR1B1,Tumor,0.8257186204226179,LSCC
AKR1B10,Normal,0.2018956419777213,LSCC
AKR1B10,Tumor,0.8674726342564806,LSCC
AKR1B15,Normal,0.28922841864018334,LSCC
AKR1B15,Tumor,0.20791334340671602,LSCC
AKR1C1,Normal,0.2966658237907741,LSCC
AKR1C1,Tumor,0.9072851467604104,LSCC
AKR1C2,Normal,0.2949319076689665,LSCC
AKR1C2,Tumor,0.8680728228871931,LSCC
AKR1C3,Normal,0.326720369902106,LSCC
AKR1C3,Tumor,0.8730839216134595,LSCC
AKR1C4,Normal,-0.20963327859879585,LSCC
AKR1C4,Tumor,0.36208144796380093,LSCC
AKR1E2,Normal,0.14474587291839758,LSCC
AKR1E2,Tumor,0.22549944268198577,LSCC
AKR7A2,Normal,0.3205071704656287,LSCC
AKR7A2,Tumor,0.6818333380967352,LSCC
AKR7A3,Normal,0.19060376997614373,LSCC
AKR7A3,Tumor,0.7278830460063246,LSCC
AKT1,Normal,0.16511938734963696,LSCC
AKT1,Tumor,0.6159774785358523,LSCC
AKT1S1,Normal,0.01747649270860916,LSCC
AKT1S1,Tumor,0.36539102765631104,LSCC
AKT2,Normal,0.01906585268937615,LSCC
AKT2,Tumor,0.6287753026571481,LSCC
AKT3,Normal,0.3890835530831196,LSCC
AKT3,Tumor,0.8611087294101956,LSCC
AKTIP,Normal,0.2173354735152488,LSCC
AKTIP,Tumor,0.4857444097878136,LSCC
ALAD,Normal,0.015583740025460476,LSCC
ALAD,Tumor,0.23235874131870016,LSCC
ALAS1,Normal,0.16139146768775062,LSCC
ALAS1,Tumor,0.30832144464882255,LSCC
ALB,Normal,-0.02344399089694036,LSCC
ALB,Tumor,-0.07435826384865354,LSCC
ALCAM,Normal,0.5539067297619478,LSCC
ALCAM,Tumor,0.8919755732754103,LSCC
ALDH16A1,Normal,0.25591879492829533,LSCC
ALDH16A1,Tumor,0.6294549715624911,LSCC
ALDH18A1,Normal,0.1229442497545797,LSCC
ALDH18A1,Tumor,0.47935248373769757,LSCC
ALDH1A1,Normal,0.7021854567785284,LSCC
ALDH1A1,Tumor,0.8952337401278497,LSCC
ALDH1A2,Normal,0.8479066575154427,LSCC
ALDH1A2,Tumor,0.502119713814818,LSCC
ALDH1A3,Normal,0.6924177292923455,LSCC
ALDH1A3,Tumor,0.8337858565072832,LSCC
ALDH1B1,Normal,0.4220857566015244,LSCC
ALDH1B1,Tumor,0.7426524526756028,LSCC
ALDH1L1,Normal,0.2751508145793447,LSCC
ALDH1L1,Tumor,0.806653519677613,LSCC
ALDH1L2,Normal,0.6030488025141784,LSCC
ALDH1L2,Tumor,0.7389560528547067,LSCC
ALDH2,Normal,0.5267131452515984,LSCC
ALDH2,Tumor,0.627774985890169,LSCC
ALDH3A1,Normal,0.5482426037640429,LSCC
ALDH3A1,Tumor,0.879581201711014,LSCC
ALDH3A2,Normal,0.5878647107097226,LSCC
ALDH3A2,Tumor,0.9093524631550869,LSCC
ALDH3B1,Normal,0.6131821925687794,LSCC
ALDH3B1,Tumor,0.44684519896729447,LSCC
ALDH4A1,Normal,0.5284147557328016,LSCC
ALDH4A1,Tumor,0.8325445915039559,LSCC
ALDH5A1,Normal,0.43769100169779285,LSCC
ALDH5A1,Tumor,0.8842017014871341,LSCC
ALDH6A1,Normal,0.443609592928491,LSCC
ALDH6A1,Tumor,0.7677050113510093,LSCC
ALDH7A1,Normal,0.6544305169237438,LSCC
ALDH7A1,Tumor,0.8945668638715025,LSCC
ALDH8A1,Normal,0.10478899952584163,LSCC
ALDH8A1,Tumor,0.530961791831357,LSCC
ALDH9A1,Normal,0.5467346267948354,LSCC
ALDH9A1,Tumor,0.7447263061895478,LSCC
ALDOA,Normal,0.004428710761116931,LSCC
ALDOA,Tumor,0.8304038412072365,LSCC
ALDOB,Normal,-0.028741707370416272,LSCC
ALDOB,Tumor,-0.1961110025405511,LSCC
ALDOC,Normal,0.4625671443412196,LSCC
ALDOC,Tumor,0.837825221260015,LSCC
ALG1,Normal,0.4598706787559152,LSCC
ALG1,Tumor,0.3904093439123935,LSCC
ALG10B,Normal,-0.1471160295103957,LSCC
ALG10B,Tumor,0.08051719071407581,LSCC
ALG11,Normal,0.16425242928873315,LSCC
ALG11,Tumor,0.5354816429105491,LSCC
ALG12,Normal,0.013670411985018727,LSCC
ALG12,Tumor,0.4211517657652886,LSCC
ALG13,Normal,-0.06936265003029432,LSCC
ALG13,Tumor,0.2222241766634012,LSCC
ALG14,Normal,0.14438817125044398,LSCC
ALG14,Tumor,0.5760640108954715,LSCC
ALG2,Normal,0.10171585449553878,LSCC
ALG2,Tumor,0.5717511217811312,LSCC
ALG3,Normal,-0.045241573391068546,LSCC
ALG3,Tumor,0.6631792360805615,LSCC
ALG5,Normal,0.13414057053358674,LSCC
ALG5,Tumor,0.6463269408480761,LSCC
ALG6,Normal,0.04887476068345194,LSCC
ALG6,Tumor,0.46628940524164736,LSCC
ALG8,Normal,0.09851523605372636,LSCC
ALG8,Tumor,0.31295166992511503,LSCC
ALG9,Normal,0.19757033248081843,LSCC
ALG9,Tumor,0.42442862995036534,LSCC
ALK,Normal,-0.06698564593301436,LSCC
ALK,Tumor,0.1473901098901099,LSCC
ALKBH1,Normal,-0.15534369986424781,LSCC
ALKBH1,Tumor,0.3906846899794299,LSCC
ALKBH2,Normal,0.01972770213948319,LSCC
ALKBH2,Tumor,0.7404457435147972,LSCC
ALKBH3,Normal,0.20653816197906666,LSCC
ALKBH3,Tumor,0.5032838378069674,LSCC
ALKBH4,Normal,-0.16014276012960024,LSCC
ALKBH4,Tumor,0.5675021673478331,LSCC
ALKBH5,Normal,0.22180559769965466,LSCC
ALKBH5,Tumor,0.6796517000581135,LSCC
ALKBH6,Normal,-0.24634620727979994,LSCC
ALKBH6,Tumor,0.39008283391228005,LSCC
ALKBH7,Normal,0.1895212285456188,LSCC
ALKBH7,Tumor,0.43724465283908026,LSCC
ALKBH8,Normal,-0.02972954423147032,LSCC
ALKBH8,Tumor,0.49689902540798536,LSCC
ALMS1,Normal,0.3850232994978868,LSCC
ALMS1,Tumor,0.5110678168749077,LSCC
ALOX12,Normal,0.3432147562582345,LSCC
ALOX12,Tumor,0.4411764705882353,LSCC
ALOX12B,Normal,0.03368298009781907,LSCC
ALOX12B,Tumor,-0.11034013605442176,LSCC
ALOX15,Normal,0.6675360329444063,LSCC
ALOX15,Tumor,0.7123857974411005,LSCC
ALOX15B,Normal,0.5721128490409276,LSCC
ALOX15B,Tumor,0.6875780007049834,LSCC
ALOX5,Normal,0.6353794332271853,LSCC
ALOX5,Tumor,0.6318191358911738,LSCC
ALOX5AP,Normal,0.6766246432828812,LSCC
ALOX5AP,Tumor,0.6760410414701763,LSCC
ALOXE3,Normal,0.11376748251748252,LSCC
ALOXE3,Tumor,-0.22033395176252318,LSCC
ALPK1,Normal,0.17915564697815653,LSCC
ALPK1,Tumor,0.6118834557481012,LSCC
ALPK2,Normal,-0.11231692677070829,LSCC
ALPK2,Tumor,0.14907566228320945,LSCC
ALPL,Normal,0.5600332333923347,LSCC
ALPL,Tumor,0.8531157411376908,LSCC
ALPP,Normal,0.7823529411764706,LSCC
ALPP,Tumor,0.38235294117647056,LSCC
ALS2,Normal,0.09695516004528108,LSCC
ALS2,Tumor,0.3760809970787127,LSCC
ALS2CL,Normal,0.5793390130468782,LSCC
ALS2CL,Tumor,0.6461252910424812,LSCC
ALYREF,Normal,0.0644152166142866,LSCC
ALYREF,Tumor,0.5683704601711419,LSCC
AMACR,Normal,-0.1407867644402702,LSCC
AMACR,Tumor,0.6662093800908857,LSCC
AMBP,Normal,-0.16673770906332405,LSCC
AMBP,Tumor,0.1433378500451671,LSCC
AMBRA1,Normal,-0.03845681465159123,LSCC
AMBRA1,Tumor,0.27639162784494176,LSCC
AMDHD2,Normal,0.17206104415876097,LSCC
AMDHD2,Tumor,0.39436756057126665,LSCC
AMER1,Normal,0.3408469197942882,LSCC
AMER1,Tumor,0.4635046113306983,LSCC
AMFR,Normal,0.010324025575262796,LSCC
AMFR,Tumor,0.4672813057481452,LSCC
AMMECR1,Normal,0.007974789375522541,LSCC
AMMECR1,Tumor,0.6527013979261995,LSCC
AMN1,Normal,0.25118984664198835,LSCC
AMN1,Tumor,0.28209336946978664,LSCC
AMOT,Normal,0.43990174475309757,LSCC
AMOT,Tumor,0.71102039455553,LSCC
AMOTL1,Normal,0.6744476714783186,LSCC
AMOTL1,Tumor,0.6787561805138758,LSCC
AMOTL2,Normal,0.24386173414071668,LSCC
AMOTL2,Tumor,0.7292006059047129,LSCC
AMPD1,Normal,0.3333333333333333,LSCC
AMPD1,Tumor,0.33864000987288656,LSCC
AMPD2,Normal,0.3255222538122377,LSCC
AMPD2,Tumor,0.6506806901216573,LSCC
AMPD3,Normal,0.3579742079976881,LSCC
AMPD3,Tumor,0.7188259167166824,LSCC
AMPH,Normal,0.656163942413499,LSCC
AMPH,Tumor,0.7799965951651345,LSCC
AMT,Normal,0.27963123019302794,LSCC
AMT,Tumor,0.3065934065934066,LSCC
AMY1B,Normal,0.19574799066632098,LSCC
AMY1B,Tumor,0.04675472003889474,LSCC
AMZ2,Normal,-0.2087570305147837,LSCC
AMZ2,Tumor,0.5949488886983528,LSCC
ANAPC1,Normal,0.048448681316218704,LSCC
ANAPC1,Tumor,0.5784103575409414,LSCC
ANAPC10,Normal,0.09536573119207976,LSCC
ANAPC10,Tumor,0.29728937973299646,LSCC
ANAPC11,Normal,0.01719753930280246,LSCC
ANAPC11,Tumor,0.17385791271881934,LSCC
ANAPC13,Normal,-0.042780121894045946,LSCC
ANAPC13,Tumor,0.006336018495105299,LSCC
ANAPC16,Normal,0.055456817951941274,LSCC
ANAPC16,Tumor,0.03137183917773333,LSCC
ANAPC2,Normal,-0.057053477250900174,LSCC
ANAPC2,Tumor,0.2944075147614616,LSCC
ANAPC4,Normal,0.12075324478366826,LSCC
ANAPC4,Tumor,0.13268963743318246,LSCC
ANAPC5,Normal,-0.027078087917266284,LSCC
ANAPC5,Tumor,0.10043180340469625,LSCC
ANAPC7,Normal,0.02983791438055223,LSCC
ANAPC7,Tumor,0.5573847018586794,LSCC
ANG,Normal,0.3014918903298053,LSCC
ANG,Tumor,0.28127954804815564,LSCC
ANGEL2,Normal,0.09338650714766818,LSCC
ANGEL2,Tumor,0.6220621719206989,LSCC
ANGPT1,Normal,0.5238039904701344,LSCC
ANGPT1,Tumor,0.469303652565954,LSCC
ANGPT2,Normal,0.17042228082216523,LSCC
ANGPT2,Tumor,0.6837291720254938,LSCC
ANGPTL1,Normal,0.5419292345533897,LSCC
ANGPTL1,Tumor,0.3376950851959058,LSCC
ANGPTL2,Normal,0.7141303837433572,LSCC
ANGPTL2,Tumor,0.7240180247125287,LSCC
ANGPTL4,Normal,0.2896290141964383,LSCC
ANGPTL4,Tumor,0.6881321942444143,LSCC
ANK1,Normal,0.3906527134104649,LSCC
ANK1,Tumor,-0.025493726599788505,LSCC
ANK2,Normal,0.2606451569231708,LSCC
ANK2,Tumor,0.26869314119448134,LSCC
ANK3,Normal,0.5096327695205809,LSCC
ANK3,Tumor,0.6966385366708376,LSCC
ANKFY1,Normal,0.3282411036688465,LSCC
ANKFY1,Tumor,0.6677876565693309,LSCC
ANKHD1-EIF4EBP3,Normal,-0.011971245890980024,LSCC
ANKHD1-EIF4EBP3,Tumor,0.48187508336579316,LSCC
ANKIB1,Normal,-0.019535596110729907,LSCC
ANKIB1,Tumor,0.4592776777463393,LSCC
ANKK1,Normal,0.10551085169239424,LSCC
ANKK1,Tumor,-0.05577597355371141,LSCC
ANKLE2,Normal,-0.021789703354275665,LSCC
ANKLE2,Tumor,0.6227862089990187,LSCC
ANKMY2,Normal,0.5371599898854893,LSCC
ANKMY2,Tumor,0.7160886661748905,LSCC
ANKRD10,Normal,0.1294563114787834,LSCC
ANKRD10,Tumor,0.6163730615472477,LSCC
ANKRD11,Normal,-0.02189799479115104,LSCC
ANKRD11,Tumor,0.1964674443773391,LSCC
ANKRD12,Normal,0.10164360799046346,LSCC
ANKRD12,Tumor,0.305563428419866,LSCC
ANKRD13A,Normal,0.17435249069826247,LSCC
ANKRD13A,Tumor,0.6239961130641059,LSCC
ANKRD13C,Normal,-0.061822956559798664,LSCC
ANKRD13C,Tumor,-0.03847167325428195,LSCC
ANKRD13D,Normal,0.02850134920854202,LSCC
ANKRD13D,Tumor,0.26985211983871404,LSCC
ANKRD16,Normal,0.16276473924442159,LSCC
ANKRD16,Tumor,0.5475435136757266,LSCC
ANKRD17,Normal,-0.03215738406410278,LSCC
ANKRD17,Tumor,0.693005165923555,LSCC
ANKRD18A,Normal,0.08424979098334298,LSCC
ANKRD18A,Tumor,0.07668320340184266,LSCC
ANKRD2,Normal,0.03372859025032938,LSCC
ANKRD2,Tumor,0.4077200577200577,LSCC
ANKRD22,Normal,0.4032294187768667,LSCC
ANKRD22,Tumor,0.8621846017636745,LSCC
ANKRD26,Normal,0.224369556659184,LSCC
ANKRD26,Tumor,0.27650594948888696,LSCC
ANKRD27,Normal,0.4194894284183178,LSCC
ANKRD27,Tumor,0.7669553288176284,LSCC
ANKRD28,Normal,-0.07623506292915014,LSCC
ANKRD28,Tumor,0.3869025503253403,LSCC
ANKRD30A,Normal,-0.0946606334841629,LSCC
ANKRD30A,Tumor,0.10095527572731221,LSCC
ANKRD30B,Normal,0.19577167019027483,LSCC
ANKRD30B,Tumor,-0.057842240570568644,LSCC
ANKRD31,Normal,-0.009899641638079998,LSCC
ANKRD31,Tumor,-0.01789087554364539,LSCC
ANKRD35,Normal,0.4642050587172538,LSCC
ANKRD35,Tumor,0.5909552087374295,LSCC
ANKRD36B,Normal,-0.034594594594594595,LSCC
ANKRD36B,Tumor,0.21853756472121447,LSCC
ANKRD39,Normal,0.2535230352303523,LSCC
ANKRD39,Tumor,0.1458332556232566,LSCC
ANKRD40,Normal,0.30089504977736675,LSCC
ANKRD40,Tumor,0.5135486138396709,LSCC
ANKRD44,Normal,0.28473070115233173,LSCC
ANKRD44,Tumor,0.9094191507807216,LSCC
ANKRD46,Normal,0.07229795877391827,LSCC
ANKRD46,Tumor,0.35692363902082574,LSCC
ANKRD49,Normal,-0.16076813655761024,LSCC
ANKRD49,Tumor,0.19337759618658495,LSCC
ANKRD50,Normal,0.36288105653907443,LSCC
ANKRD50,Tumor,0.8761420255889947,LSCC
ANKRD52,Normal,0.001936220324584177,LSCC
ANKRD52,Tumor,0.3425275146663298,LSCC
ANKRD54,Normal,0.18513166925549976,LSCC
ANKRD54,Tumor,0.6058380252841369,LSCC
ANKRD6,Normal,0.3222591362126246,LSCC
ANKRD6,Tumor,0.5351020408163265,LSCC
ANKRD62,Normal,-0.21125624899209805,LSCC
ANKRD62,Tumor,-0.19696084161309177,LSCC
ANKRD65,Normal,0.2992599444958372,LSCC
ANKRD65,Tumor,0.308095468472827,LSCC
ANKS1A,Normal,0.4470846623757176,LSCC
ANKS1A,Tumor,0.604243724800281,LSCC
ANKS3,Normal,0.44614569633472845,LSCC
ANKS3,Tumor,0.2842948717948718,LSCC
ANKS6,Normal,0.30006386199960206,LSCC
ANKS6,Tumor,0.4773075026239583,LSCC
ANKZF1,Normal,-0.07793230502474442,LSCC
ANKZF1,Tumor,0.638911845895869,LSCC
ANLN,Normal,0.09366759383014847,LSCC
ANLN,Tumor,0.8620539361298377,LSCC
ANO1,Normal,0.6687088419248266,LSCC
ANO1,Tumor,0.8684538950336772,LSCC
ANO10,Normal,0.12683688066567095,LSCC
ANO10,Tumor,0.5938628330808731,LSCC
ANO2,Normal,0.06816938395885765,LSCC
ANO2,Tumor,-0.23157152924594784,LSCC
ANO6,Normal,0.6486748136978844,LSCC
ANO6,Tumor,0.6633497353917679,LSCC
ANO8,Normal,-0.05778432094221568,LSCC
ANO8,Tumor,0.3007660878447395,LSCC
ANOS1,Normal,0.7903839901744754,LSCC
ANOS1,Tumor,0.5782388750750236,LSCC
ANP32A,Normal,0.3541162446266662,LSCC
ANP32A,Tumor,0.653721297460335,LSCC
ANP32B,Normal,0.2224839160651588,LSCC
ANP32B,Tumor,0.7200358207817695,LSCC
ANP32E,Normal,0.09024310948957844,LSCC
ANP32E,Tumor,0.6625225070736517,LSCC
ANPEP,Normal,0.792132355597298,LSCC
ANPEP,Tumor,0.71868472635586,LSCC
ANTXR1,Normal,0.655367231638418,LSCC
ANTXR1,Tumor,0.8761515523926567,LSCC
ANTXR2,Normal,0.21801906592298417,LSCC
ANTXR2,Tumor,0.8146750883611039,LSCC
ANXA1,Normal,-0.17953978976267024,LSCC
ANXA1,Tumor,0.829336839197081,LSCC
ANXA11,Normal,0.13548484980196668,LSCC
ANXA11,Tumor,0.7993769455588364,LSCC
ANXA13,Normal,0.009827929604597252,LSCC
ANXA13,Tumor,0.08449538795442214,LSCC
ANXA2,Normal,0.014572120073691436,LSCC
ANXA2,Tumor,0.812223870894753,LSCC
ANXA3,Normal,0.7650960163188968,LSCC
ANXA3,Tumor,0.540474625358446,LSCC
ANXA4,Normal,0.4610121735361052,LSCC
ANXA4,Tumor,0.6813855783246163,LSCC
ANXA5,Normal,0.045204638225625836,LSCC
ANXA5,Tumor,0.8112930730610572,LSCC
ANXA6,Normal,0.5883288923968348,LSCC
ANXA6,Tumor,0.8111193281343274,LSCC
ANXA7,Normal,-0.027504343836988458,LSCC
ANXA7,Tumor,0.6610140830329299,LSCC
ANXA8,Normal,0.5782249033702994,LSCC
ANXA8,Tumor,0.9222422285099127,LSCC
ANXA8L1,Normal,0.7671495141422534,LSCC
ANXA8L1,Tumor,0.8957672411329275,LSCC
ANXA9,Normal,0.5846981902250479,LSCC
ANXA9,Tumor,0.690375761850353,LSCC
AOAH,Normal,0.599258025716534,LSCC
AOAH,Tumor,0.8464565053778806,LSCC
AOC1,Normal,0.21981734376448298,LSCC
AOC1,Tumor,0.39474196689386565,LSCC
AOC3,Normal,0.411625949596117,LSCC
AOC3,Tumor,0.37617626534223453,LSCC
AOX1,Normal,0.7468771448181194,LSCC
AOX1,Tumor,0.6055141139596254,LSCC
AP1AR,Normal,-0.04245373977156223,LSCC
AP1AR,Tumor,0.33084253389866086,LSCC
AP1B1,Normal,0.40426705907185284,LSCC
AP1B1,Tumor,0.4003409307696812,LSCC
AP1G1,Normal,-0.20957417602812614,LSCC
AP1G1,Tumor,0.6877685367782256,LSCC
AP1G2,Normal,0.31110067550482245,LSCC
AP1G2,Tumor,0.3371543846036995,LSCC
AP1M1,Normal,0.05470544887220667,LSCC
AP1M1,Tumor,0.48030447737157717,LSCC
AP1M2,Normal,0.3578093335620411,LSCC
AP1M2,Tumor,0.516849383258545,LSCC
AP1S1,Normal,0.2568146515912293,LSCC
AP1S1,Tumor,0.09905517699680604,LSCC
AP1S2,Normal,-0.08585805677929363,LSCC
AP1S2,Tumor,0.34564278688349315,LSCC
AP1S3,Normal,0.38984936603691794,LSCC
AP1S3,Tumor,0.6773366867682223,LSCC
AP2A1,Normal,0.2953220387963732,LSCC
AP2A1,Tumor,0.5034439395238504,LSCC
AP2A2,Normal,0.08136435702164861,LSCC
AP2A2,Tumor,0.3534957817852173,LSCC
AP2B1,Normal,0.11925773672633792,LSCC
AP2B1,Tumor,0.3289224232377795,LSCC
AP2M1,Normal,0.15251959686450167,LSCC
AP2M1,Tumor,-0.08638905560795297,LSCC
AP2S1,Normal,0.1260137197673942,LSCC
AP2S1,Tumor,0.2957460338639431,LSCC
AP3B1,Normal,0.27214535996821154,LSCC
AP3B1,Tumor,0.5048408186416203,LSCC
AP3B2,Normal,0.34340832489855017,LSCC
AP3B2,Tumor,0.8033592989289192,LSCC
AP3D1,Normal,0.2922681231667317,LSCC
AP3D1,Tumor,0.3152038259643507,LSCC
AP3M1,Normal,0.1416831329096876,LSCC
AP3M1,Tumor,0.037521405588066416,LSCC
AP3M2,Normal,0.21844249859118298,LSCC
AP3M2,Tumor,0.27779272960325724,LSCC
AP3S1,Normal,0.04071090560994112,LSCC
AP3S1,Tumor,0.4019320403853569,LSCC
AP4B1,Normal,0.08754863110497141,LSCC
AP4B1,Tumor,0.14965655872798117,LSCC
AP4E1,Normal,-0.06326626449445508,LSCC
AP4E1,Tumor,0.3533015138091019,LSCC
AP4M1,Normal,0.028010273564538835,LSCC
AP4M1,Tumor,0.08131622632904428,LSCC
AP4S1,Normal,0.17189685314685316,LSCC
AP4S1,Tumor,0.4778822658274713,LSCC
AP5B1,Normal,0.502447359203362,LSCC
AP5B1,Tumor,0.22115522021206666,LSCC
AP5M1,Normal,-0.2590217641917131,LSCC
AP5M1,Tumor,0.23956640161665863,LSCC
AP5S1,Normal,0.2112993533937796,LSCC
AP5S1,Tumor,0.05517937823183463,LSCC
AP5Z1,Normal,0.40601384254097606,LSCC
AP5Z1,Tumor,0.3366772414187316,LSCC
APAF1,Normal,0.27320015894231114,LSCC
APAF1,Tumor,0.49596657989456333,LSCC
APBA1,Normal,0.364563089260557,LSCC
APBA1,Tumor,0.3616184134061181,LSCC
APBA2,Normal,-0.014064882485935118,LSCC
APBA2,Tumor,0.38177591490261,LSCC
APBA3,Normal,0.2803206338709668,LSCC
APBA3,Tumor,0.16642296559338723,LSCC
APBB1,Normal,0.26211754506375756,LSCC
APBB1,Tumor,0.7470157287528462,LSCC
APBB1IP,Normal,0.6849426902572965,LSCC
APBB1IP,Tumor,0.8320110892282337,LSCC
APBB2,Normal,0.5548334892695568,LSCC
APBB2,Tumor,0.7840559413911039,LSCC
APC,Normal,0.4639470575728626,LSCC
APC,Tumor,0.6436689626263492,LSCC
APC2,Normal,-0.01812203142126416,LSCC
APC2,Tumor,0.06373652133145805,LSCC
APEH,Normal,-0.13675590346476346,LSCC
APEH,Tumor,0.5068902935698533,LSCC
APEX1,Normal,0.2725085612798156,LSCC
APEX1,Tumor,0.7477207122238417,LSCC
APEX2,Normal,0.10153846153846154,LSCC
APEX2,Tumor,0.5405946096137816,LSCC
API5,Normal,-0.04101448908919976,LSCC
API5,Tumor,0.7042039503005443,LSCC
APIP,Normal,0.3380510642075307,LSCC
APIP,Tumor,0.5375117894195318,LSCC
APLF,Normal,0.03884916581545795,LSCC
APLF,Tumor,0.3721609629662171,LSCC
APMAP,Normal,0.1745481867879278,LSCC
APMAP,Tumor,0.6544151971572018,LSCC
APOA1,Normal,0.25661236137701837,LSCC
APOA1,Tumor,0.1993942923704135,LSCC
APOB,Normal,0.04099989163024239,LSCC
APOB,Tumor,-0.05684643745177056,LSCC
APOBEC3B,Normal,0.33493479752916955,LSCC
APOBEC3B,Tumor,0.814038375795151,LSCC
APOBEC3C,Normal,0.6398896069456442,LSCC
APOBEC3C,Tumor,0.8062629207274667,LSCC
APOBEC3D,Normal,0.35713721925916597,LSCC
APOBEC3D,Tumor,0.5845069697263201,LSCC
APOBEC3F,Normal,0.19998555069898494,LSCC
APOBEC3F,Tumor,0.618480093743748,LSCC
APOBEC3G,Normal,0.7463569699815772,LSCC
APOBEC3G,Tumor,0.8721857159553826,LSCC
