Gene,Delta_Correlation,P_Value,FDR,Cancer,Significant
MKNK2,0.472757759287459,0.0003727212668305,0.000857559495377,LSCC,True
MKRN1,0.5357293298906708,2.416902224586898e-06,8.571065316030353e-06,LSCC,True
MKRN2,0.332529998517149,0.0050180479566608,0.0089955958657577,LSCC,True
MKS1,-0.1631014682330471,0.3095443333533062,0.364214860524583,LSCC,False
MLEC,-0.0026653146277256,0.9793636909728112,0.983760095183674,LSCC,False
MLF1,0.426177143340977,0.001115459704724,0.0022973178399426,LSCC,True
MLF2,0.644836079964473,1.8711057672366672e-16,2.025906927486228e-15,LSCC,True
MLH1,0.2832572435977673,0.0464024331646843,0.0667268859974014,LSCC,False
MLH3,0.3436076651959471,0.055695125307208,0.0787892363959164,LSCC,False
MLKL,0.6364371157244851,1.3323482393554197e-07,5.834519611482751e-07,LSCC,True
MLLT1,0.2452034928340815,0.0846562617493246,0.1143987281330127,LSCC,False
MLLT10,0.4428560095079261,0.0024199395087777,0.0046570572806359,LSCC,True
MLLT11,0.7177400267679033,1.648417326393031e-12,1.2779713674454667e-11,LSCC,True
MLLT3,0.5299366411334837,0.0001895651134513,0.0004646299559077,LSCC,True
MLLT6,0.5689383197731619,4.477859643107952e-05,0.0001243644055661,LSCC,True
MLPH,0.1189285442045401,0.0005239954513032,0.0011658873250676,LSCC,False
MLST8,0.1309533387879849,0.3131860248848938,0.3678171159809002,LSCC,False
MLX,-0.1329226430197907,0.3545668515507401,0.4108353040813327,LSCC,False
MLXIP,0.5094472395860027,5.3155001768856026e-05,0.0001449595620761,LSCC,True
MLYCD,0.6821018356278318,2.4668948665935847e-10,1.5375316339468042e-09,LSCC,True
MMAA,0.687652519471945,1.8924824942381103e-08,9.333193701056749e-08,LSCC,True
MMAB,0.3708333459405935,0.0024465857658386,0.0047051629187311,LSCC,True
MMACHC,0.347555267188098,0.0293411879988392,0.0442327130043268,LSCC,True
MMADHC,0.1413281497406507,0.3362672873047926,0.3918997429250708,LSCC,False
MME,0.0046914828987764,0.8755678982134684,0.8982363227626843,LSCC,False
MMGT1,0.2553651968215344,0.057645243424331,0.0810956013262408,LSCC,False
MMP1,0.5521623419163988,2.68863525968139e-22,4.261486886595003e-21,LSCC,True
MMP10,0.5540050574419386,1.3887325393609974e-08,6.981592836646564e-08,LSCC,True
MMP11,0.8292930352426575,1.44077877569582e-18,1.806831581125351e-17,LSCC,True
MMP12,0.5080478104084392,7.450417598260619e-20,1.015820377913383e-18,LSCC,True
MMP13,0.740286543007461,7.681273152474193e-08,3.513374317275972e-07,LSCC,True
MMP14,0.2709987895536327,5.875690723031156e-17,6.658727162982281e-16,LSCC,True
MMP15,0.2767057772204772,0.0453990009088058,0.0654158331276884,LSCC,False
MMP19,0.0768093896532574,0.4615131341018215,0.5179245974187997,LSCC,False
MMP2,0.2127280286412037,0.0031310297173546,0.0058643215385608,LSCC,True
MMP23B,0.1425081836373739,0.1601642263236,0.2022343605670418,LSCC,False
MMP25,-0.0872751925956907,0.5480016880392082,0.602601200992816,LSCC,False
MMP28,0.2767770797154943,2.944962652216258e-08,1.4162626964640514e-07,LSCC,True
MMP3,0.8662679337432226,4.669413038378387e-13,3.825365512848109e-12,LSCC,True
MMP7,0.4793400916436681,2.32263714713371e-10,1.449996450934896e-09,LSCC,True
MMP8,-0.0442358201382626,0.7538131280427267,0.7909889285970589,LSCC,False
MMP9,-0.133375065972923,0.3130109191665303,0.3677187426707847,LSCC,False
MMRN1,0.2282674015676542,3.867120503514604e-21,5.791545824948643e-20,LSCC,True
MMRN2,0.1772293210292291,5.838017741955458e-11,3.9352308606731046e-10,LSCC,False
MMS19,0.3256027092208538,0.0039896174967806,0.0073262886658116,LSCC,True
MMS22L,0.9380931228648124,2.390620373215872e-13,1.997200563626613e-12,LSCC,True
MN1,0.1361823676839156,0.6582273411551847,0.704264993180477,LSCC,False
MNAT1,0.2153309581389529,0.00248208936327,0.0047702263074498,LSCC,True
MND1,0.4590114381876395,0.0094193581451389,0.01586388948529,LSCC,True
MNDA,-0.0139407768017029,0.9226989261181848,0.9381716250007108,LSCC,False
MNS1,-0.3148630331436868,0.0010827929059122,0.0022385566380924,LSCC,True
MNT,-0.1070421246992972,0.4336363719751439,0.4907922520063813,LSCC,False
MOB2,0.2637779267075926,0.0006338890734437,0.00138447163867,LSCC,True
MOB3A,0.3641923829955001,0.0025956255510278,0.0049591961808688,LSCC,True
MOB3B,0.3537056832923355,2.9944668861617254e-08,1.4388570991527418e-07,LSCC,True
MOB3C,0.3720452645117559,7.53632208948368e-05,0.0002001035544094,LSCC,True
MOB4,-0.4844039523008491,0.0021997552323544,0.0042758655615106,LSCC,True
MOCOS,0.4812598494379012,8.519358810604257e-05,0.0002235009718313,LSCC,True
MOCS1,0.1857669127063203,0.0055815399148447,0.0099076891442227,LSCC,False
MOCS2,0.2559516228471662,1.4228327219034276e-05,4.36840651664297e-05,LSCC,True
MOCS3,0.5495125270455964,0.0002000263067846,0.0004877564557747,LSCC,True
MOGS,0.6331835732309986,3.4425246160401564e-14,3.117943723670656e-13,LSCC,True
MON1A,0.269055595095981,0.0550166345628634,0.0779127987670789,LSCC,False
MON1B,0.3265710369701669,0.0074601732744388,0.0128622899845741,LSCC,True
MON2,0.3651720294758154,0.0108472087751884,0.0180108171893569,LSCC,True
MORC2,0.5196157603269385,3.7018388147349936e-17,4.254318686178826e-16,LSCC,True
MORC3,0.4766169388583625,0.0003067715723903,0.0007196047654921,LSCC,True
MORC4,0.6221460898178293,6.598675514107158e-06,2.161426089752896e-05,LSCC,True
MORF4L1,0.19877183904896,0.1695800566249893,0.2126465086645423,LSCC,False
MORF4L2,0.0367696614771373,0.6170555709828045,0.6677259791442979,LSCC,False
MORN2,0.0587899057464274,0.8575215019312279,0.8821016206994027,LSCC,False
MOSPD1,0.099027945738472,0.5816199025262433,0.6346764512936975,LSCC,False
MOSPD2,0.1519163671367398,0.1579902503694661,0.1997988405603221,LSCC,False
MOXD1,0.2133130611593272,2.5669867252759725e-07,1.0714869242446744e-06,LSCC,True
MPC1,0.4670075222374826,0.0039823224598715,0.007315882793312,LSCC,True
MPC2,0.184543762666947,0.1954969306543191,0.2414775378966436,LSCC,False
MPDU1,0.2727322175397462,0.0432497422089601,0.0626364441054106,LSCC,False
MPDZ,0.3240016761403785,2.2975127531422343e-08,1.121437790370367e-07,LSCC,True
MPEG1,0.4266097170324245,3.323773808913222e-09,1.8131408559903293e-08,LSCC,True
MPG,0.5007159556348191,0.0003376162746059,0.0007848598341419,LSCC,True
MPHOSPH10,0.6470047898712219,3.017478091807361e-35,1.1327453942008424e-33,LSCC,True
MPHOSPH6,0.0904401061065273,0.5053362079027395,0.56109134117397,LSCC,False
MPHOSPH8,0.341082758447407,0.0138471646770327,0.0224401935947596,LSCC,True
MPHOSPH9,0.6247439843056406,8.131787647234747e-05,0.0002144176539515,LSCC,True
MPI,0.0811742537332314,0.5575992337327684,0.6116814818185479,LSCC,False
MPLKIP,0.0379240552542494,0.6935958166085219,0.7358976812138762,LSCC,False
MPND,0.2489505605396545,0.0956312368528257,0.1274449811868518,LSCC,False
MPO,0.1559229920851841,0.2843878675929602,0.338312763991542,LSCC,False
MPP1,0.6835310051147899,4.8999207827269805e-25,9.54230306697616e-24,LSCC,True
MPP2,0.3727306224909047,0.0105839974782361,0.0176199240294137,LSCC,True
MPP5,-0.0749292260820952,0.1890713061444756,0.2342251135172336,LSCC,False
MPP6,0.193281775575286,0.0309272056616564,0.0463632548839202,LSCC,False
MPP7,0.4647770610678152,1.6024348591746902e-08,7.999556698557115e-08,LSCC,True
MPPE1,0.1583172060943369,0.2238164898037108,0.272854799876076,LSCC,False
MPPED2,0.8996881167612875,1.2531334309883121e-08,6.35306917567242e-08,LSCC,True
MPRIP,0.0450411099421966,0.2958256710009984,0.350167260394502,LSCC,False
MPST,0.6218792744391979,8.539162667474255e-06,2.7342571369589283e-05,LSCC,True
MPV17,0.1413362521733236,0.2868005072080609,0.3407566255344499,LSCC,False
MPV17L,0.796343800678166,0.0008222281160679,0.0017509362307459,LSCC,True
MPZ,0.2084952685358365,0.452276306711483,0.5090736148962234,LSCC,False
MPZL1,0.1986105748612335,0.1124881163757297,0.1474686253968785,LSCC,False
MPZL2,0.5163486373244045,1.115426833247234e-10,7.228421931298941e-10,LSCC,True
MR1,0.5099251681383055,0.0001603229755603,0.0003985201039195,LSCC,True
MRAS,0.182948213270395,0.000398009350782,0.0009096135205682,LSCC,False
MRC1,0.1644285203774671,1.932437437224713e-33,6.524549122369354e-32,LSCC,False
MRC2,0.2750901502294877,0.0001797549189967,0.0004425428226173,LSCC,True
MREG,0.5236788153996776,0.0029975017987048,0.0056392170337651,LSCC,True
MRFAP1,-0.0062640102130853,0.9515305268915678,0.9615572808719182,LSCC,False
MRGBP,0.3981357643781135,1.5964236133582166e-17,1.8801224226670761e-16,LSCC,True
MRGPRF,0.2355964923522881,0.0005421815257447,0.0012009657553957,LSCC,True
MRI1,0.4171632413515377,0.0009332848007364,0.0019596405052445,LSCC,True
MRM1,0.6727001741921821,1.23946707198059e-14,1.1632235382765214e-13,LSCC,True
MROH1,-0.1333805948295686,0.3734680098014301,0.4299421898369737,LSCC,False
MRPL1,0.5134581046643105,0.0001973490732671,0.0004817428072993,LSCC,True
MRPL10,0.6325563412687286,2.395189123787129e-07,1.0071443729056268e-06,LSCC,True
MRPL11,0.1186478267422316,0.0299953827239454,0.0451057198109981,LSCC,False
MRPL12,0.1296871399654494,0.3369409168925997,0.3924617081199844,LSCC,False
MRPL13,0.5675324460131785,3.4965329430685385e-24,6.33371967401558e-23,LSCC,True
MRPL14,0.2440211695097793,0.0947279123510939,0.1264072656396965,LSCC,False
MRPL15,0.2831862817565956,2.6106183120187346e-05,7.613691841747456e-05,LSCC,True
MRPL16,-0.0057686798726981,0.9494987949994562,0.9598441180382492,LSCC,False
MRPL17,0.2335427639537839,0.0007951241088435,0.0017005165536212,LSCC,True
MRPL18,0.2462580934875594,0.0304611740296184,0.0457398576350006,LSCC,True
MRPL19,0.5862126487923667,1.1041946979540456e-14,1.0405507756442253e-13,LSCC,True
MRPL2,0.2928742791103468,0.0010002089768065,0.0020859621424189,LSCC,True
MRPL20,0.3241198242689574,0.0115193475929719,0.0190161716665696,LSCC,True
MRPL21,0.1816748315196181,0.0199820915907914,0.0312506001417174,LSCC,False
MRPL22,0.1526543199902565,0.3016400362708964,0.356236789187982,LSCC,False
MRPL23,0.1170118989194869,0.4029236465636442,0.459352452681081,LSCC,False
MRPL24,0.5695309554769635,3.043255762271116e-18,3.7343693289288136e-17,LSCC,True
MRPL27,0.3808715163454662,2.8757939248753137e-05,8.321135971267009e-05,LSCC,True
MRPL28,0.1890113729928081,0.0064328381822038,0.0112456417486689,LSCC,False
MRPL3,0.4316254110201969,1.8531660702854538e-13,1.5607624497489005e-12,LSCC,True
MRPL32,-0.0002585361162126,0.9898370893163548,0.9918783673563262,LSCC,False
MRPL33,0.1429354079774287,0.2896625492037828,0.3437991691641778,LSCC,False
MRPL34,-0.006006142652235,0.960856234767404,0.9689224082620104,LSCC,False
MRPL35,0.4096964047336289,1.3845838587148831e-09,7.912303953757761e-09,LSCC,True
MRPL37,0.2443181355191056,0.0001901018651452,0.000465745488415,LSCC,True
MRPL38,0.3542449484056137,0.0062268396849235,0.0109156212725573,LSCC,True
MRPL39,0.3558775540176954,0.0067872407310653,0.0117929341082395,LSCC,True
MRPL4,0.4844535791803765,2.0944380783548103e-05,6.242289723213658e-05,LSCC,True
MRPL40,0.2149181446086635,0.0041225000034407,0.0075394182755233,LSCC,True
MRPL41,0.0921206914334624,0.4769863888348085,0.5334543972346957,LSCC,False
MRPL42,0.2341887686797565,0.0921301439546214,0.1233445803390591,LSCC,False
MRPL43,0.2885502316450081,0.0558859356207669,0.0789710620733274,LSCC,False
MRPL44,-0.0140618497751221,0.8863501912451747,0.9074215827119344,LSCC,False
MRPL45,0.5033981320778216,3.78941524944816e-10,2.3039321697763662e-09,LSCC,True
MRPL46,0.3560943471595266,0.0002769683508529,0.000656577237211,LSCC,True
MRPL47,0.4832146634459804,2.126781723582185e-34,7.680643363772119e-33,LSCC,True
MRPL48,0.0759106619238896,0.3207417789350365,0.3756470834571671,LSCC,False
MRPL49,0.3112531770236368,0.0163554335620153,0.0260645451486829,LSCC,True
MRPL50,0.453902089637487,0.0011863857843162,0.002430706386107,LSCC,True
MRPL51,-0.2308289609250206,0.0343171888663567,0.0508356470414778,LSCC,False
MRPL52,0.2988287830593366,0.0117777436614196,0.0193754664356524,LSCC,True
MRPL53,0.1908407559032128,0.119433742219388,0.1553428158431338,LSCC,False
MRPL54,-0.1503604556182889,0.27756510982077,0.3311628889989155,LSCC,False
MRPL55,0.0417315582503865,0.685911795091146,0.7290328216056773,LSCC,False
MRPL57,0.1251303107838873,0.4018611853648065,0.4583913526748729,LSCC,False
MRPL9,0.4927503939642338,2.114784233508036e-12,1.6229937910419437e-11,LSCC,True
MRPS10,0.3874863861153061,3.536295365606678e-05,0.0001001891825032,LSCC,True
MRPS11,0.1850533949164558,0.1184930476694004,0.1543236261697826,LSCC,False
MRPS12,0.2258760553503902,1.0765595458625685e-05,3.386355440293172e-05,LSCC,True
MRPS14,-0.165880537539649,0.2571972918601963,0.3088640949919563,LSCC,False
MRPS15,-0.0361345427251171,0.6624720683439611,0.7080100434483315,LSCC,False
MRPS16,0.3325231901816801,2.440552554750723e-05,7.159790682471787e-05,LSCC,True
MRPS18A,0.2555593495965536,6.162985273326001e-05,0.0001658382172581,LSCC,True
MRPS18B,0.3692222737265028,0.0056196563379186,0.00996604788319,LSCC,True
MRPS18C,-0.0294879694916742,0.830010860943474,0.8579009097986527,LSCC,False
MRPS2,0.6001698213952136,6.802451275870376e-12,4.9730668776574456e-11,LSCC,True
MRPS21,-0.1172098128868068,0.3348674348972136,0.3906273297605031,LSCC,False
MRPS22,0.507332801325924,6.264941801354228e-12,4.597782368942408e-11,LSCC,True
MRPS23,0.5606991043005622,8.979514738181976e-08,4.048764211463165e-07,LSCC,True
MRPS24,0.071694896163894,0.5667233943851018,0.6200217981711036,LSCC,False
MRPS25,0.2300374812303782,0.1024706100094668,0.1355505507624939,LSCC,False
MRPS26,0.3473007154851745,4.920644728176811e-06,1.6477229353859674e-05,LSCC,True
MRPS27,0.4763785145035905,0.0002211723911201,0.0005340709537585,LSCC,True
MRPS28,0.2263527463723062,0.0490093740384987,0.0700344323224827,LSCC,False
MRPS30,0.4349132777280282,6.203762578569551e-07,2.42622818871267e-06,LSCC,True
MRPS31,0.301519094327089,0.0218376073031453,0.0338877854968036,LSCC,True
MRPS33,0.4571015869407325,5.614678429709285e-08,2.609967830543477e-07,LSCC,True
MRPS34,0.4904477423121611,1.386864690175147e-07,6.059303156308872e-07,LSCC,True
MRPS35,0.4248714648129937,3.689279737531582e-21,5.539744784830317e-20,LSCC,True
MRPS36,0.4323464314538277,5.762663604962016e-06,1.903430305638973e-05,LSCC,True
MRPS5,0.3538124115281565,3.468713734407744e-05,9.847005257975416e-05,LSCC,True
MRPS6,0.2398775292331655,0.0557757465244234,0.0788757820432339,LSCC,False
MRPS7,0.5920323801250286,1.4523254986350395e-22,2.357601506461319e-21,LSCC,True
MRPS9,0.6001159980374219,5.266632235330345e-10,3.1467438256329787e-09,LSCC,True
MRRF,0.7832043088146912,9.297591184295952e-09,4.790253300008371e-08,LSCC,True
MRS2,0.2952537929522347,0.1778171071461664,0.2219699001041403,LSCC,False
MRTO4,0.604389264878753,6.958679221342089e-42,3.693602198788648e-40,LSCC,True
MRVI1,0.0695511440083193,0.0823621623196832,0.1116158409205824,LSCC,False
MS4A1,0.2581713933134668,8.822217840381803e-05,0.0002308625315167,LSCC,True
MS4A6A,0.2309193347545755,0.0120645536553496,0.0198044715642765,LSCC,True
MSANTD2,0.2406925626384802,0.1405632546772847,0.1798968187764836,LSCC,False
MSANTD3,0.5783764698658315,0.0022994655383748,0.0044454515879948,LSCC,True
MSANTD4,0.3739496659685191,0.0339771492628956,0.0503887455134635,LSCC,False
MSH2,0.7556878755948826,5.806370671190114e-62,1.616153709746868e-59,LSCC,True
MSH3,0.4455674359999392,0.0001603997535605,0.0003986241262267,LSCC,True
MSH6,0.5945742950284505,8.481901568695962e-66,3.5850170630354933e-63,LSCC,True
MSI1,0.906463710149968,9.817793504155844e-16,1.0157811375287986e-14,LSCC,True
MSI2,0.390704163561143,2.7968453589643114e-39,1.3080983293647836e-37,LSCC,True
MSL1,0.4719785467723275,2.994821954963972e-05,8.628353483981027e-05,LSCC,True
MSL2,0.5527091413569437,7.532344716935059e-08,3.452173410026621e-07,LSCC,True
MSL3,-0.2324273623575416,0.1103432548665941,0.1449398278703467,LSCC,False
MSLN,-0.0704260797628676,7.580299225910488e-05,0.0002011308411208,LSCC,False
MSMB,0.0993904935319542,0.5406812598450434,0.5955844148022814,LSCC,False
MSMO1,0.3253143497414619,0.0198511332742288,0.0310670780205018,LSCC,True
MSN,0.7147907646458538,1.0007112706855924e-56,1.5226822694751968e-54,LSCC,True
MSR1,0.0079470641522229,0.740790528272423,0.7792332481007366,LSCC,False
MSRA,0.0949452421003947,0.0772699677997317,0.1054412139818891,LSCC,False
MSRB1,0.1302506081967661,0.3745006951039483,0.4309136854735086,LSCC,False
MSRB2,0.4264039542749802,3.089264236995496e-08,1.4831587493728485e-07,LSCC,True
MSRB3,0.1664395130444096,3.539397796801971e-18,4.324583260931916e-17,LSCC,False
MST1,-0.0349908270800097,0.807011188203457,0.8376372794111839,LSCC,False
MST1R,0.7584056431633144,2.0085540510992977e-15,2.0230908059263185e-14,LSCC,True
MSTO1,0.2313933052147642,0.0013005344481013,0.0026394627639573,LSCC,True
MT-ATP6,0.0931682849796373,0.5099330789329186,0.5656679143556783,LSCC,False
MT-ATP8,0.0007907771353407,0.9898793135139502,0.9918783673563262,LSCC,False
MT-CO1,0.1946056922638107,0.138086547297053,0.1771008853398482,LSCC,False
MT-CO2,-0.1665537626247858,0.2347101456047952,0.2844035019793929,LSCC,False
MT-CO3,0.0020580035757535,0.9954663199899076,0.996601600467131,LSCC,False
MT-CYB,0.4715251617888534,0.0401177704152789,0.0585377823781055,LSCC,False
MT-ND1,0.1722685684767354,0.2471906753123032,0.2979446542737647,LSCC,False
MT-ND2,0.0664657974736884,0.7893509253998046,0.8219044489655629,LSCC,False
MT-ND3,-0.0156400121617512,0.9701962894755614,0.976356265916676,LSCC,False
MT-ND4,0.0734598315015458,0.6571034709933314,0.7033922531634835,LSCC,False
MT-ND5,0.0432153426848472,0.7635891969733419,0.7995302244113935,LSCC,False
MT-ND6,-0.0695193695193695,0.6940216083666653,0.7362125483064124,LSCC,False
MT1A,-0.0209235867406965,0.8791209057357245,0.9013951281452012,LSCC,False
MT1E,0.7624642774468476,1.7546206215841592e-09,9.899540946710563e-09,LSCC,True
MT1F,0.704430374427233,1.1906235504422335e-06,4.429210040238004e-06,LSCC,True
MT1G,0.6777309911235623,2.5528687931120502e-09,1.4149265986884272e-08,LSCC,True
MT1H,0.6636120401337793,0.0087351950670451,0.0148474897386236,LSCC,True
MT1M,0.2679436715562444,0.0370609271595867,0.0545024872094334,LSCC,False
MT1X,0.6640822960636907,3.119677626900048e-06,1.0831080340183555e-05,LSCC,True
MT2A,0.8867249665661389,2.427633725596377e-09,1.3468233386731092e-08,LSCC,True
MT3,0.4713447070769345,8.990144763936754e-06,2.8633974894235623e-05,LSCC,True
MTA1,0.4804414521706546,3.66682860306056e-07,1.4886463186811493e-06,LSCC,True
MTA2,-0.0308292344996348,0.6837409540400528,0.7271318392978363,LSCC,False
MTA3,0.7133415397139037,2.4387295904315497e-15,2.4370211984242422e-14,LSCC,True
MTAP,0.5115265746898601,0.0001478763626107,0.0003691894662248,LSCC,True
MTBP,0.578275551792472,2.075010785311973e-17,2.426231873153712e-16,LSCC,True
MTCH1,0.4215605377861664,0.0007489561214768,0.0016090149206126,LSCC,True
MTCH2,0.3938093598321469,2.6294290753129245e-10,1.634370621321955e-09,LSCC,True
MTCL1,0.7515864581193125,2.3518760026506864e-28,5.872999768544776e-27,LSCC,True
MTCP1,-0.3298297354819094,0.1934577231866466,0.2391917158186361,LSCC,False
MTDH,0.2974684015821948,0.0100826463131616,0.0168640128573649,LSCC,True
MTERF1,0.4608781560676685,0.0090033848554465,0.0152578895114873,LSCC,True
MTERF3,0.7852105673566334,1.6633461245481522e-14,1.5495596712933482e-13,LSCC,True
MTERF4,0.1263844570878322,0.3735813341902484,0.4300292703025131,LSCC,False
MTF1,0.5218020525598115,5.861204831002231e-05,0.0001584649834906,LSCC,True
MTF2,0.401851003037651,0.007172176777729,0.0124013456647642,LSCC,True
MTFMT,0.6349009785102299,8.71098725787208e-06,2.78302873983304e-05,LSCC,True
MTFP1,0.0745075290841881,0.7496792886539745,0.7873495345222857,LSCC,False
MTFR1,0.7959752810643219,7.393288569190459e-34,2.5645048374346957e-32,LSCC,True
MTFR1L,0.1897498168180905,0.0033205447505236,0.006187795018448,LSCC,False
MTFR2,0.4405753781504615,0.1448070638285896,0.1847753575646042,LSCC,False
MTG1,0.2898109851300931,0.0117946276809832,0.0194004455311877,LSCC,True
MTG2,0.4576274653641531,0.0003219782606077,0.0007518755698905,LSCC,True
MTHFD1,0.4565795106733278,1.0963627389559967e-16,1.2088590895619164e-15,LSCC,True
MTHFD1L,0.3643278901568409,5.960269530501192e-11,4.010530417575448e-10,LSCC,True
MTHFD2,0.4779333939853997,2.008463275396952e-39,9.550242874512508e-38,LSCC,True
MTHFD2L,-0.0724943635990981,0.7749922987179135,0.8093906939662149,LSCC,False
MTHFR,0.459800636047579,5.284062230833706e-06,1.7590932957489573e-05,LSCC,True
MTHFS,0.0847199677128645,0.5161072774669004,0.5715493692821221,LSCC,False
MTHFSD,0.5071671491824438,3.014942556513845e-06,1.049299312440866e-05,LSCC,True
MTIF2,0.4899983276133443,4.0945720492097497e-14,3.673526432828746e-13,LSCC,True
MTIF3,0.3821387061135206,0.0071285052942884,0.0123314388992602,LSCC,True
MTM1,0.3579753035060354,3.088807720391069e-09,1.6930582951538367e-08,LSCC,True
MTMR1,0.5810492378095504,3.9482332033783284e-13,3.257934730076173e-12,LSCC,True
MTMR10,0.2211748382042325,4.556273386555428e-08,2.1397609830193646e-07,LSCC,True
MTMR11,0.1332167832167832,0.6608963964284775,0.7066478636807905,LSCC,False
MTMR12,0.3092337094916103,0.0121093484762063,0.0198694298792907,LSCC,True
MTMR14,0.243399496519303,4.16708125670093e-06,1.4127965330205291e-05,LSCC,True
MTMR2,0.1100261549350197,0.3987805600273257,0.455316033119744,LSCC,False
MTMR3,0.5407258519704643,1.548280161297128e-05,4.718016876027456e-05,LSCC,True
MTMR4,-0.0669029034538716,0.7485805293565468,0.7862679246218971,LSCC,False
MTMR6,0.5789306054815573,1.6802732911895958e-14,1.5640521043275425e-13,LSCC,True
MTMR8,0.2827046866177301,0.2411748726358852,0.291370701516062,LSCC,False
MTMR9,0.526255742099164,2.825228094803305e-06,9.902181516552615e-06,LSCC,True
MTO1,0.5525903439742261,2.2510213420460805e-05,6.665452920454041e-05,LSCC,True
MTOR,0.8257505390884212,1.509647275242016e-07,6.568087954655695e-07,LSCC,True
MTPAP,0.7298036472422712,2.2493401447579256e-22,3.595163828008046e-21,LSCC,True
MTPN,0.5071641667520996,0.0004495325145655,0.0010146489430819,LSCC,True
MTR,0.0069011378470444,0.9641761348833364,0.9712400080579604,LSCC,False
MTRF1,0.5265496316208372,0.0003324633101771,0.0007741422762174,LSCC,True
MTRF1L,0.277616815513274,0.0715951753439751,0.0984390531355956,LSCC,False
MTRR,0.6908007408150968,2.812469882471497e-09,1.5520264167681204e-08,LSCC,True
MTSS1,0.2985674579128593,0.0058592065789005,0.0103442551792099,LSCC,True
MTTP,0.0745002546473135,0.7895252333078042,0.8219359571710145,LSCC,False
MTURN,-0.0631744293353716,0.017708582437231,0.0280681031630111,LSCC,False
MTUS1,0.3282026414652763,6.035448161971884e-05,0.0001626748569306,LSCC,True
MTUS2,-0.0274251805985552,0.936704742730798,0.9498364291262904,LSCC,False
MTX1,0.540818824072327,2.9745845049284173e-07,1.2290354225287143e-06,LSCC,True
MTX2,0.1225567184905999,0.3738404029075631,0.4301973054332066,LSCC,False
MTX3,0.3607919914516231,0.0120378311824834,0.0197634483462094,LSCC,True
MUC1,0.3028302608665663,5.933704015931702e-15,5.724043130161672e-14,LSCC,True
MUC13,0.9147843358225792,1.0287537829596095e-05,3.25031510828767e-05,LSCC,True
MUC15,0.0505585259561929,0.5598798700592617,0.6137113703886556,LSCC,False
MUC16,0.1764879217104223,0.0721735100147581,0.0991625447012304,LSCC,False
MUC20,0.810638670396001,3.218241590417302e-05,9.20234854167934e-05,LSCC,True
MUC4,0.6131151469548802,1.0822630768498508e-10,7.033477353650624e-10,LSCC,True
MUC5AC,-0.1681192336538568,0.1552937430889952,0.1967594311237497,LSCC,False
MUC5B,0.0491514649153378,0.6081092133011783,0.659922246309723,LSCC,False
MUL1,-0.0119874391079621,0.9245159201049016,0.9395357659079484,LSCC,False
MUS81,0.338112068318018,0.1165333836249296,0.1520382958646046,LSCC,False
MUTYH,0.4266290700595954,0.0008054703339128,0.0017203869456511,LSCC,True
MVB12A,0.1618122587020791,0.2001548004445537,0.246590368419869,LSCC,False
MVB12B,0.0076041542831952,0.8657949178788523,0.8898101227335611,LSCC,False
MVD,0.3642091731983775,4.0268332662758603e-07,1.6215321536605543e-06,LSCC,True
MVK,0.3300384727775588,0.0010647639254903,0.002204878591489,LSCC,True
MVP,0.5010268534570665,3.663190226784416e-14,3.307304340827829e-13,LSCC,True
MX1,0.2566234988268536,3.358057465989627e-06,1.1588192259411436e-05,LSCC,True
MX2,-0.0068318351252645,0.9299565148511778,0.9441031712019964,LSCC,False
MXD1,0.328744939271255,0.1980809249618225,0.2444047481526995,LSCC,False
MXD4,0.1461949318832087,0.3708700131201584,0.4274256301481769,LSCC,False
MXRA5,0.3061643887695082,2.6746029231783016e-15,2.6680566922474456e-14,LSCC,True
MXRA7,0.1761201402569541,0.0071907128312527,0.0124315126238836,LSCC,False
MXRA8,0.1776943349598089,0.070564788733694,0.0971745346963817,LSCC,False
MYADM,0.4209776062738798,7.785386868531796e-15,7.397738130198575e-14,LSCC,True
MYBBP1A,0.4934167619842722,6.461924243240486e-12,4.733214342994892e-11,LSCC,True
MYBL2,0.520206179663304,4.795068630184637e-12,3.5533326758225376e-11,LSCC,True
MYBPC1,0.3437008431292755,0.035663303655208,0.0526058943934056,LSCC,False
MYBPH,-0.0190739574493211,0.949745992781578,0.9599386532532151,LSCC,False
MYC,0.1380674012628737,0.0841340474774476,0.1137603968972313,LSCC,False
MYCBP2,0.3994317950915618,3.65171227319783e-08,1.7363891859055685e-07,LSCC,True
MYCN,0.1102566004012055,0.6693441915834679,0.7141507025383822,LSCC,False
MYCT1,0.1444439106053595,2.049453185538792e-06,7.343284066991741e-06,LSCC,False
MYD88,0.2840771346118524,0.0162093115549367,0.0258497293830265,LSCC,True
MYDGF,0.0033204167368345,0.9736450046685594,0.9789635941213743,LSCC,False
MYEF2,0.4913500635961373,8.831070914311634e-15,8.370446949678106e-14,LSCC,True
MYH1,0.0968873771947609,0.5167842433713306,0.5722435266207669,LSCC,False
MYH10,0.0522612320198933,0.06193878668524,0.0864817080476275,LSCC,False
MYH11,-0.1702307341622032,0.0013837727932628,0.0027949761268522,LSCC,False
MYH13,-0.1178008947574164,0.6470459917368625,0.6942543115551969,LSCC,False
MYH14,0.1293635944065672,0.257171571440738,0.3088640949919563,LSCC,False
MYH15,-0.3985763827221656,0.1481738435194616,0.1885758784704022,LSCC,False
MYH2,0.160243981646357,0.3572509952854587,0.4134836063080785,LSCC,False
