,gene,cancer,interaction_coeff,condition_coeff,transcript_coeff,intercept,interaction_pval,condition_pval,transcript_pval,intercept_pval
12,AARS,lscc,0.6174798373780522,-11.219795870497071,0.9428313629793088,-18.93900167854232,0.10088729170057355,0.11702569196393241,0.008471612929144482,0.0047775907277214785
13,AARS2,lscc,0.8607861367205155,-14.938396472041191,0.4717966369134343,-8.255922248521808,0.0303991390582394,0.027174902841915736,0.28134585267330064,0.2557756904213401
14,AARSD1,lscc,1.048008611568244,-14.19192716179469,-0.05058774600378984,0.19234278951178532,0.0017900167768468865,0.002662846431567688,0.9256670200295171,0.9793348837949396
15,AASDHPPT,lscc,1.0117520111750038,-16.691331699163026,0.16308504915674665,-3.009124846973031,0.0005404811858120344,0.0006689402614903046,0.6701941995230069,0.6192289956320333
16,AASS,lscc,1.1985403657051714,-20.73079946662801,0.9264454997089939,-17.424253617797348,0.0038600800978924915,0.006888642614183009,0.019573103006621285,0.017379091513343884
17,AATF,lscc,1.0630015603555019,-17.992534656184013,0.6587806351025433,-12.723733566227516,0.28389649974157705,0.30217648224814986,0.5936145701459048,0.5412681098593971
18,ABAT,lscc,0.35675029477509645,-5.20112194846098,1.392901606738455,-21.28571768131868,0.29495276494618816,0.319999120553028,8.965985547388921e-07,1.2876225425713108e-06
19,ABCA1,lscc,0.49147995563016494,-9.601169454019068,0.7769040254895139,-14.885300583813903,0.07553461300312497,0.07265330866704572,0.0008300465736322757,0.0009574391143606852
20,ABCA12,lscc,0.6556832834479663,-9.649978524871205,-0.12472227730398723,0.8283271651448941,4.286926573954181e-05,6.40166491643933e-06,0.4044551185196816,0.5973819010954124
21,ABCA13,lscc,0.18776306182744631,-4.029497887075245,-0.004022792601585638,0.2960201704873257,0.2415627308677722,0.11072242089603879,0.9849111780049962,0.9195165878110444
22,ABCA2,lscc,-0.6373697308580326,8.862318185301616,0.4332287302255851,-6.102689029455339,0.3037764918652326,0.3685782471181222,0.5241670376862213,0.5707182777637326
23,ABCA3,lscc,-0.03457778989312432,-1.8521089605117882,0.785468193584749,-13.765034711695835,0.9171838362094767,0.7688169752469387,0.0013137134539546753,0.007489955510860055
24,ABCA6,lscc,0.4264071438443615,-9.414919144139017,0.1156560162491366,-0.29998073795181684,0.18975273488911845,0.087020744424862,0.7965396863008705,0.9731135828499801
25,ABCA8,lscc,-1.2999691624356255,19.83626612868162,1.6714390743313485,-28.217952016045896,8.924832872588585e-05,0.001023061798162865,1.296920310180014e-07,1.214825987317269e-06
26,ABCB1,lscc,-1.1748470693223387,17.188707573852195,1.6336433530243089,-25.028487980854717,3.7884986966358733e-14,4.315383431562694e-13,1.6674803587225555e-36,1.1260147938125039e-33
27,ABCB10,lscc,1.007846973197972,-17.488954334669575,0.22496398290591416,-3.648702384166592,0.041173973585715194,0.03769962825707444,0.7436251945803314,0.7519812580659173
28,ABCB5,lscc,-0.10790678942499933,1.1074793815740163,0.195448860420076,-2.840734519863016,0.667527697937889,0.6716829019838618,0.3254315990361385,0.16759964703893748
29,ABCB6,lscc,1.5013596154487487,-22.28129623140085,0.336438162727051,-5.18916384141826,1.8540864599906666e-05,1.5489533278769714e-06,0.4435430525219891,0.3333021868183767
30,ABCB7,lscc,1.159387374377948,-20.283804233074804,0.3055933812947808,-5.7674594759432125,0.16515135439829873,0.17175819375328905,0.7946962731198811,0.7720337910362606
31,ABCB8,lscc,0.29168589283416213,-4.44887529586806,0.45450452261112784,-7.390519421758816,0.48748093607786136,0.5105120463769321,0.25734708163137415,0.24174455993706712
32,ABCC1,lscc,1.7753097323682154,-32.3323717755568,0.404831922147315,-9.88103916386201,0.0006579286764176603,0.0005634073210919529,0.5673357871653363,0.39148863742255696
33,ABCC10,lscc,1.4960559527450166,-25.032005225498757,-0.527456504858725,8.8910160818104,0.0018200640001851444,0.0014444319154421946,0.30373364045862494,0.2738524709399523
34,ABCC2,lscc,0.11842789125538673,-2.9844193204407996,0.4824983153631206,-5.810492052196308,0.9026076635446424,0.8031691282263091,0.6413688717271997,0.6704386128765549
35,ABCC3,lscc,-0.17844807311534802,2.4438498031013367,1.0989089577822477,-18.348719972881593,0.5763456447834605,0.6538225518816992,1.3975779418327902e-05,1.512679769881202e-05
36,ABCC4,lscc,0.045455492989783554,-1.3054334008565944,0.901855346269217,-15.510313815527315,0.8940269419962524,0.8210765682543291,0.00010427527479439659,0.0002157560171003625
37,ABCC5,lscc,2.0389979800680718,-37.37277999933538,-0.027201704724630446,-2.0660093477560353,5.591995815003344e-07,1.1806283793889466e-07,0.9717983238789346,0.8501784543695133
38,ABCC6,lscc,-1.3031868661158983,19.958841880081064,1.3205753517914498,-21.368220827211033,0.17225367122867738,0.2029239669571725,0.20258350685624243,0.20653755514113886
39,ABCC8,lscc,-0.2653739399151756,2.2422390917030257,0.25500492450834705,-1.8576844305666405,0.5231430769433326,0.669548165630494,0.537728398764747,0.7514513661731124
40,ABCC9,lscc,-0.9890285841404832,18.175662766264104,2.040934284919329,-33.82295395234251,0.639685527794889,0.6157893879593195,0.3336155673112491,0.35610313511339103
41,ABCD1,lscc,0.33325503593788164,-5.513225519585455,0.8984535070833879,-14.20247711644191,0.25436279776619497,0.2326891661097079,4.433531591829847e-05,4.9837798426350924e-05
42,ABCD2,lscc,0.249015590216696,-3.5053161151971954,0.15566879752610377,-2.5346814212890436,0.667527697937889,0.6583581781606106,0.824053924276184,0.7792129918855126
43,ABCD3,lscc,1.183673393258,-21.370579813809037,0.494919423223147,-8.267568321364005,0.005182920156920706,0.004646289269840138,0.2820990047061503,0.31864832689801537
44,ABCD4,lscc,1.1430071880218795,-19.064252812547977,0.47122490554512925,-7.601439913019103,0.16500592341041415,0.16028984140282573,0.6370846672373495,0.6379288533109357
45,ABCE1,lscc,1.0825289668623375,-18.36732375410081,-0.11243636181015214,1.1536840597690485,5.129464260920234e-10,3.290756767982327e-09,0.5700819004533498,0.7637881494995259
46,ABCF1,lscc,1.293534197941075,-23.04517546270327,-0.1306252361981459,1.7669179885521895,1.6169115216923473e-07,3.4104942171188674e-07,0.7015217102021134,0.7809624080345842
47,ABCF2,lscc,1.5242879013740003,-26.429880986405948,-0.10252159181773268,0.9800918146466051,6.123858622423496e-10,1.4527999511307317e-09,0.7636127181551939,0.8794262639028432
48,ABCF3,lscc,1.1011368262286012,-18.695326769704277,0.465585383265715,-9.517004296888276,0.04973036137758842,0.058963562943457934,0.5245368048659131,0.4293456708386473
49,ABCG1,lscc,0.04711935440406938,-0.5215839219865795,1.3224546228203393,-23.76847059317142,0.8940445651719603,0.9376226718880982,4.971200388601436e-09,1.2162006479563461e-08
50,ABCG2,lscc,0.47444126562509914,-7.965739544490734,1.056168971150564,-16.347870793872254,0.5058318028492251,0.498321919809776,0.09204410840681768,0.12765515031421157
51,ABHD10,lscc,1.212189678592126,-21.30208315924016,0.2543626173887704,-4.588159385524855,0.0013609070832883506,0.0012085651049378488,0.5793736047065842,0.5512623611111773
52,ABHD11,lscc,1.2569868767350059,-21.631195449146237,0.19320761404971484,-3.585626429939493,2.2542593513846768e-05,1.381047457848045e-05,0.6102029575453245,0.550598555170269
53,ABHD12,lscc,0.1874811475837573,-3.350043724460809,1.035721812885681,-18.658718528840456,0.547123577649491,0.5513198174752593,2.0085517381282864e-07,2.0094240100924116e-07
54,ABHD13,lscc,0.44851470760322865,-7.823152751122424,0.1857282070298962,-2.531067702712814,0.14827220572016853,0.12907040400340233,0.59593694600416,0.6744143998806752
55,ABHD14A-ACY1,lscc,0.5205453299409167,-6.617941779202913,-0.09665238221201256,1.6732163362490302,0.0010065059249509836,0.00011709303059100416,0.574391584733408,0.29774977915230644
56,ABHD14B,lscc,-0.3295385707240299,4.241033158959807,1.688640892487765,-28.7111697688318,0.5168599313731308,0.6511961593846576,3.093340261280681e-05,8.354332416278281e-05
57,ABHD15,lscc,-0.044454633101907226,-0.7331243376059198,0.5794858476597825,-8.596564565967677,0.9671136250278694,0.9671542832534584,0.5777296526359624,0.6180073612252902
58,ABHD16A,lscc,0.47859681625740325,-7.713002298838053,0.31670599727757626,-4.114652411916736,0.10039901313512789,0.07309885717129741,0.2733489735647061,0.35353205215662403
59,ABHD17A,lscc,0.34793802274477476,-7.197014065542258,0.11539771359492311,-1.1694051895957507,0.3673079995648716,0.26708188251903436,0.7633011275587246,0.8683360136567033
60,ABHD17B,lscc,0.5818391369385579,-10.459816845540267,0.6402710953454956,-10.692164354396839,0.12651586872710438,0.1037556707273502,0.08375925469669417,0.0873072056826209
61,ABHD17C,lscc,0.7631272193055781,-14.645235989047968,0.03770322158484542,0.28762540869962094,0.08267676944632549,0.047800166244089164,0.9619442239894542,0.9809083663610701
62,ABHD2,lscc,0.5730263786159187,-12.218921677764909,-0.22806797752412833,5.429072293144942,0.646265377468264,0.6185423837326715,0.8960836535956295,0.8688840011032702
63,ABHD3,lscc,0.04531640510980083,-1.1197848824089163,1.3434738301299016,-23.02452803734364,0.9609272502007595,0.9431856459337733,0.06269630878022195,0.0540710805378418
64,ABHD4,lscc,0.6949039672004349,-12.52651127064271,0.5670031810246674,-9.463942953717918,0.024602909951440828,0.015942537091463295,0.07250892352775483,0.07401997018136708
65,ABHD5,lscc,-0.23345432082112003,3.548418492525587,1.004422286810087,-17.545069178059244,0.47785141201075876,0.5531708363208677,1.3691158324020327e-06,4.559961395716614e-06
66,ABHD6,lscc,-0.01594322114381451,-0.3128059241609164,0.8474952294545881,-13.234968171786331,0.9602841370938612,0.9518711823467271,4.2883166027051715e-05,0.0001467300105135073
67,ABI1,lscc,0.03916306623063877,-1.2974321113459835,0.6500734190775679,-11.688149086475498,0.9572092544986689,0.9226584378786351,0.2998224557769669,0.3165531596129836
68,ABI2,lscc,-0.2596840892370766,3.02678563685432,1.959473981003413,-30.89132909868683,0.5607370245042228,0.6836695301090623,6.5149637067890575e-09,1.8168965012491007e-08
69,ABI3,lscc,0.3083448863413363,-5.589417298856708,0.688889339648679,-11.097624012706612,0.09414468008524463,0.07471460951597722,7.739790135058032e-06,3.480541785245464e-05
70,ABI3BP,lscc,-1.1695281488461557,18.23198004239254,1.7810553298041971,-30.470754893675203,0.005687281215656797,0.018504604289906332,6.859786409590272e-06,2.9534938991012046e-05
71,ABL1,lscc,0.8187264477989703,-15.363592598402066,-0.22551572703694533,4.607635208270546,0.0003849195112197122,0.0002515830153194271,0.36087065913092,0.2844139981697451
72,ABL2,lscc,0.6191038132164661,-11.318948688553192,-0.14050255870370607,2.785774740351031,0.00027777133846488677,0.00017625035313246349,0.33897068334310354,0.26446397032927205
73,ABLIM1,lscc,-0.6452034153716906,9.885069927413854,1.9114350298550773,-35.466622620074666,0.04514091768838696,0.11965512964565111,2.1346376403072266e-11,1.5286392570819333e-10
74,ABLIM2,lscc,-0.46442241340776247,2.699621034089675,1.1876201655210314,-14.95967006377697,0.13107597266626878,0.5773203140937556,1.6998020888704512e-05,0.0001961009923613206
75,ABLIM3,lscc,-0.748350769653496,9.053933452930703,1.1780380225732126,-17.79176557597186,0.009505590590441163,0.0721437424336331,1.1683893136767865e-05,0.00012918810045195792
76,ABO,lscc,-0.4159637229606806,6.172293147766909,0.6883424855248109,-10.14172923949249,0.6723627592239874,0.6804571682412334,0.5258862738172838,0.5356288092133072
77,ABR,lscc,-0.4436996704633599,7.671782257597916,1.5934418728900337,-27.684243292759472,0.3338171567093859,0.34512887740819165,1.3614214112135445e-05,2.8769173012017255e-05
78,ABRACL,lscc,0.2839449344494948,-4.846536421850047,1.1394073323541138,-21.37394794235548,0.4977972329042543,0.5189710960439066,0.0005795702319441353,0.0002348467248930996
79,ABRAXAS1,lscc,-0.03327244864364845,0.699493307697438,0.4033822422669281,-6.13257091029607,0.9182882423616167,0.8877012156364094,0.070059301320612,0.07254276029454766
80,ABRAXAS2,lscc,0.87504106070872,-15.56486611769052,-0.2948953290943633,5.467254194536393,0.010136780245554292,0.008092608516826898,0.4613397076344649,0.40996754524361084
81,ABT1,lscc,1.1805026351495644,-19.08170691049834,-0.2818917737421762,3.6414508909663486,0.04793435313517265,0.06831665219109881,0.7336703450725304,0.8058009931869605
82,ABTB1,lscc,1.2126080133268502,-19.95905365448179,-0.28126959742603963,5.033444993123382,0.07952136709708758,0.08478744052472713,0.760497210338793,0.7371713732008686
83,ABTB2,lscc,0.2914454516568485,-4.313193904971522,-0.15665053711217955,2.848538252215155,0.6121428655255235,0.6120370190687615,0.8190023500580454,0.7606116658551114
84,ACAA1,lscc,0.11853871847115371,-3.401604866360243,1.071438308804583,-17.33247209114037,0.8213260132652568,0.6846736061309967,0.0022555839567934112,0.0045496722511259476
85,ACAA2,lscc,-0.10374530707980012,0.49586917895596994,1.1754097782769655,-19.431405365415678,0.8630077874209098,0.9635622466705809,0.012535733811996696,0.02101744312198055
86,ACACA,lscc,0.7634283835212932,-14.554921609430329,0.8080613869029912,-14.55607617599669,0.009679296669010535,0.006900796196347268,0.0015534674570048994,0.0018148766934275964
87,ACACB,lscc,-0.2116284225629236,1.6038342452641068,0.4842641395267838,-7.601908046249727,0.870306112146152,0.9435688203212093,0.7104759378247238,0.7266795531449802
88,ACAD10,lscc,1.6782455896430637,-26.876788759816762,0.24160786167390944,-4.666262507061151,0.0029747834800923694,0.0035000366427106757,0.7543728875220201,0.6914514980412387
89,ACAD11,lscc,-0.146025891708103,0.25269047562781666,0.8878127743032119,-12.266840846126648,0.8833705113086817,0.9861753131693952,0.31394912233634753,0.3500109893056133
90,ACAD8,lscc,0.25243212475408994,-5.195877591743921,1.1388504125771657,-17.932824135359127,0.60761112862323,0.5105120463769321,0.0033914486399839643,0.00537139303485295
91,ACAD9,lscc,1.596513658102086,-28.973233207854282,0.1226801381158629,-2.7392331785996578,0.053838299163262195,0.050516695942552564,0.9312352671863938,0.9104439847306312
92,ACADL,lscc,0.37368075412995333,-9.212421604291345,0.16119681873449496,-1.0031576252674248,0.3820218889400632,0.20372572034743386,0.7775513466507727,0.9300322203081522
93,ACADM,lscc,1.542066720551769,-26.67392460293404,0.013600987478738098,0.06780931684595165,0.00818643604426533,0.008137167553156863,0.9895304964217653,0.9965124815514926
94,ACADS,lscc,0.48804007425774354,-9.838609754591044,0.6036932589286682,-9.445980824162223,0.33387388468554535,0.24994532606709774,0.2123819425741251,0.2706745035128042
95,ACADSB,lscc,0.8029624042995589,-13.70462596882421,1.0285907232208313,-17.63098925610175,0.04879685265781121,0.05089293453139693,0.006888392579848887,0.007331573237502742
96,ACADVL,lscc,1.144252367419345,-23.112552130199607,0.48548678880372304,-9.11496984409929,0.00113581356444451,0.0009768409062624489,0.16922984729917195,0.20026077538788387
97,ACAN,lscc,1.0309567558827915,-13.725008352221867,0.6026393572306188,-9.165291263378139,4.090835040990717e-06,1.7085465746443825e-07,0.0002947665522074997,7.355351571932443e-07
98,ACAP1,lscc,0.32533738749146257,-4.66352579067187,0.8910722532844999,-14.02250778231946,0.010736685980708413,0.021915698764213825,1.239497590726567e-15,2.5759968271568434e-15
99,ACAP2,lscc,1.7330120839083694,-31.738073826405977,-0.08995127195619036,1.0501029921135938,1.1090832649765e-11,6.700397736271492e-12,0.8190023500580454,0.8856416535177862
100,ACAP3,lscc,0.29428624705305284,-5.354561806590864,0.43482211758451855,-6.84900131323327,0.5440073165467675,0.5002126520361705,0.355866267232564,0.3766513777539917
101,ACAT1,lscc,0.39094238087785727,-7.929820313439272,0.9053370831038303,-14.71997385198289,0.44876427055187934,0.37086776841985175,0.0505880121972966,0.07456576171074379
102,ACAT2,lscc,0.9661429807553658,-17.93682560564905,0.5672751128707704,-9.380038674480982,5.100214540982089e-05,1.1876376552043606e-05,0.011331069348837052,0.014688823743872313
103,ACBD3,lscc,1.1296810498379217,-20.481153128274812,-0.2725660204514295,4.6642576596786505,0.0006814365720915454,0.0010567651491059224,0.49076920036293237,0.528539012873724
104,ACBD5,lscc,0.8128539603011627,-14.527138263159543,0.6970277551453671,-12.148744267129013,0.017725533511232978,0.016572660202830214,0.037370788512174874,0.040532594629830526
105,ACBD7,lscc,0.9440490701162627,-12.457823953039219,0.2011476936821871,-3.361283675721188,2.5918794521604265e-05,1.922869147395772e-05,0.4435430525219891,0.27042416546801573
106,ACD,lscc,0.010379810161678363,-0.5422507179268217,0.6242029806000516,-9.62161726873644,0.9831389566515304,0.9481279812325121,0.10712354660823578,0.12133996541445798
107,ACE,lscc,-0.3447148468280166,3.115679579863697,1.287064556738067,-20.09660818653591,0.2887134216340919,0.5897887582762539,3.0629281883197157e-07,3.4165040805221516e-06
108,ACHE,lscc,-0.275143533719771,2.7879130122392874,0.2028519966236663,-2.2953342614808325,0.593943728569762,0.6953818146926669,0.7387870934073145,0.7817633089052242
109,ACIN1,lscc,0.052804029831663844,-0.13306219700964067,0.9592918841580761,-18.456715237777093,0.9607065698154368,0.9944565701055679,0.2939697014539669,0.26881837764262934
110,ACKR3,lscc,0.8015055255975454,-11.899461336210464,1.29620939687527,-28.355558621906347,0.052433917774093286,0.11883144442284656,0.00027267871923089456,7.0229284381313335e-06
111,ACLY,lscc,1.0420746972964088,-21.073205948150697,0.1410018338809738,-2.593229508820498,0.09375429985159064,0.07609675870466506,0.8879903034095861,0.8893267953766294
112,ACO1,lscc,-0.2583644439568519,5.140793805138286,1.7954828266403875,-31.50457442781423,0.5054406499486245,0.4489178214862275,1.0038703375551499e-08,1.7327067855731077e-08
113,ACO2,lscc,0.6043017475214129,-11.210968417376336,1.1160755753171734,-21.25994236697596,0.2529283761400298,0.2550844501892039,0.021615003151254756,0.018660739013744636
114,ACOT1,lscc,-0.2837491833856411,3.396313294054261,1.1335617189614675,-16.592699955408527,0.20463165186043733,0.32571880650416946,1.6451565753401936e-12,3.5314979619072126e-11
115,ACOT11,lscc,0.9362916602509987,-13.454397336661243,0.44300233139452866,-7.407848825564015,0.004183066399881561,0.00722101742548951,0.17604961008117032,0.12532179644667646
116,ACOT13,lscc,0.30857001946172,-5.45712279434728,1.2124167859883543,-19.99350998771517,0.5785920737092417,0.5492422082130971,0.008640404720264139,0.008658028715597415
117,ACOT2,lscc,0.00441265323368814,-1.4111578348526124,1.0781710628185412,-16.68047455273861,0.9947294014288284,0.900499049856266,0.014463602497837826,0.028004843203198602
118,ACOT4,lscc,0.2313672682890981,-4.607950282263656,0.4803449838265965,-6.280852907215317,0.5207247644917115,0.372365326123622,0.11536083967604913,0.18053522069333283
119,ACOT7,lscc,1.0538790474192645,-16.161818776059672,0.7155209011874539,-13.17892526903118,5.55766838585575e-08,3.968312278993433e-07,2.4490276892776093e-06,1.0473994838925458e-07
120,ACOT8,lscc,1.4982284917265676,-24.719831577820536,-0.126024486661012,2.1039495404760067,0.00011555093055147839,0.00010079353379773023,0.8008769739931536,0.7863954738921425
121,ACOT9,lscc,0.9372476267962161,-17.55912625961356,-0.008486812702515204,0.959307415674156,0.035595007576365266,0.027130987062244427,0.9918977612460822,0.9396011770093751
122,ACOX1,lscc,-3.4241310633256212,63.267588567417135,5.270737375148228,-97.20175194312198,0.000463555929813923,0.0004485058933841527,5.308348186659732e-09,5.8933600300353904e-09
123,ACOX2,lscc,-0.3170596604774516,3.361526438102016,0.9355438611298097,-13.473295246109462,0.34045096574254813,0.5436955413773837,0.0010745144127381505,0.004334497568328343
124,ACOX3,lscc,0.5734377397240317,-10.505152261214105,1.438610480305863,-23.964245118830753,0.36441095282004776,0.32594160815346596,0.009721534036555,0.012485315827991063
125,ACP1,lscc,1.6529705137208959,-31.02322589977147,-0.7855833563798125,14.754839749590637,0.050491672512247905,0.042510033942793214,0.4455613254503718,0.4129967924715818
126,ACP2,lscc,0.5861510337159841,-10.643826020193394,0.7823696262877261,-13.802503356358287,0.014913652115625073,0.013702856171279148,1.790171315159919e-05,2.427005482311492e-05
127,ACP5,lscc,-1.9941095856276938,37.981415785481204,2.624744662203365,-53.28606239794051,1.8536261084387323e-08,1.027214641607231e-07,4.395970689122947e-20,2.7371914880489744e-19
128,ACP6,lscc,0.8429618952519585,-14.043921634295703,0.507899293902273,-7.223105468291715,0.001568926518198439,0.0005102878797135503,0.034323005773508726,0.04767698347012778
129,ACPP,lscc,0.8519216220120717,-12.993851982908701,0.9035550966104783,-15.209058187776385,0.019740239926326564,0.025873449140859022,0.009295547274518418,0.005525951402925517
130,ACSF2,lscc,0.5544157457782051,-10.69527397496549,0.8449324226186606,-13.4233318637724,0.1250800974551255,0.08575929798123376,0.012021007689591958,0.024628067780617574
131,ACSF3,lscc,0.8153964253788953,-13.473277083149839,0.2274871248750096,-3.2804483739728667,0.047417999702852306,0.03911597646143641,0.6635881802417288,0.6918368541393527
132,ACSL1,lscc,0.4956523455693396,-10.25678537040624,0.7917431248312062,-14.77138921039806,0.008746065091247207,0.005222325242522033,4.0767642961848974e-09,4.121163521975732e-08
133,ACSL3,lscc,1.2085348822419535,-21.5629602140858,0.33159592372793023,-6.620436583830228,0.00010332984475511369,0.00017654782940217318,0.3316900376031861,0.2745577763627315
134,ACSL4,lscc,0.783338974111327,-15.244161673882228,0.3694828251272997,-6.461394949209675,6.458324974632827e-05,4.929862915480698e-05,0.03851856596368595,0.06637790809120253
135,ACSL5,lscc,-0.06364435167419678,-0.6846194817030232,1.2080588735708144,-21.006591634709736,0.902584697781256,0.9465715600211209,0.0015969996092889337,0.004488581201304273
136,ACSL6,lscc,1.2154343654643978,-16.28988776791364,-0.734908718079332,10.628856399588157,0.3753212249427208,0.31386176619790107,0.677348705954639,0.5930597162179986
137,ACSM3,lscc,-0.6646436128984985,8.984025041732748,1.3556133617922572,-19.790789897308198,0.12041711072522022,0.17629851110494316,0.00046763632062976266,0.0010389112833731201
138,ACSS1,lscc,1.3588095928239756,-23.545018477750798,0.5546142812773485,-9.664531241191554,1.2795720531581831e-06,1.2451471122597394e-06,0.050727983542323954,0.04836502640660176
139,ACSS2,lscc,-0.08489932746889947,0.6501478021543043,1.4698853049876193,-26.11457258835985,0.771000267393096,0.9103645386371589,6.833505421151977e-13,5.686284617301635e-12
140,ACSS3,lscc,0.4538866787030257,-8.76552191492759,0.4907974138472961,-6.2277496012391556,0.1505099078126318,0.08166118163571799,0.13140075038726806,0.2661637480627463
141,ACTA1,lscc,0.06677266752087127,-2.357747299918093,0.07101444110761802,-0.256171891634818,0.9054815528783714,0.6844023296024759,0.8942865861196312,0.968810223183868
142,ACTA2,lscc,-0.43315656498620214,6.92592608612109,1.8261700446447713,-36.6612546821601,0.20641538895285014,0.3428364874400167,1.6265112548350592e-11,1.1398800094374071e-10
143,ACTB,lscc,0.824861601090797,-21.017790996693165,0.11026913521207356,-1.3949678245146773,0.000502438432175274,0.00022219406282153838,0.73184990970265,0.8683360136567033
144,ACTBL2,lscc,0.13259286079114957,-2.5678316729712996,-0.09826435410137457,1.8026957541478068,0.23685364580262372,0.009681396223696263,0.3582281567004899,0.028990980068814662
145,ACTG1,lscc,0.7426893099475268,-18.460027361098703,-0.09390206799674364,3.1252608108965116,0.03459753460451977,0.023401422348024226,0.8550414632024347,0.774095849145856
146,ACTG2,lscc,-0.8713656602729813,13.18981402334003,2.1310968805867687,-35.35935517493125,0.0019734485649210375,0.005977884875839621,3.0885661098751487e-18,6.892565387112396e-17
147,ACTL6A,lscc,0.5778757084576758,-10.594576973363877,0.48570806590632415,-9.334074951160629,0.11103766046595405,0.08908682279538957,0.22415009439692715,0.15911626910710006
148,ACTN1,lscc,0.19242397466906505,-4.752131059203245,0.6403262966536997,-10.985703919556459,0.620685341144236,0.49153808314699804,0.058176602909727836,0.07944268941161506
149,ACTN2,lscc,-1.3282643953361593,14.554835724600451,1.3752900249698174,-18.253456017630267,2.5943437939512874e-07,9.77008975947623e-05,2.712513695518317e-09,1.4090011704295225e-07
150,ACTN3,lscc,-0.015665753283959357,-1.9556076228475054,-0.07750148020465371,2.497113005584452,0.9756482736496863,0.6588460407910331,0.8782580262392469,0.5141861810398486
151,ACTN4,lscc,0.061230437329018894,-2.7098025265837036,0.7866742587505463,-15.296833125954223,0.9042924922631324,0.7770012378309868,0.0463049241004533,0.057771710967723267
152,ACTR10,lscc,-0.48864931520891747,7.707699892732617,0.6201456728087984,-10.336492946946324,0.13027037230198857,0.18479604837991087,0.043016582993050875,0.061104666394476384
153,ACTR1A,lscc,1.4446196802557394,-28.55943800500285,-0.45749885702677745,9.65240184115011,0.0005101538983404573,0.0003089854443634547,0.3556623329204926,0.28664060254027374
154,ACTR1B,lscc,0.531608782192198,-11.438002636146642,0.7337921032876703,-12.685838815007886,0.240786957587386,0.1712964500494595,0.07444320430314814,0.10528244822352952
155,ACTR2,lscc,0.02003626314558475,-0.952480437456395,0.23410366918659456,-4.213686666379066,0.9512662291195243,0.883294113402113,0.3412285250022614,0.4032484418100575
156,ACTR3,lscc,-0.03833533676093267,0.44912400315768836,0.13200773984913536,-2.143952105768625,0.9206796335643292,0.9510037135719177,0.7391749672951066,0.7724905950258204
157,ACTR3B,lscc,0.26540179403885766,-4.771674324953499,0.4213757612162157,-5.684045455943235,0.5893172082838057,0.4971306669441329,0.4016086088327441,0.4376024739342225
158,ACTR5,lscc,0.5124690259646922,-9.084613012536616,0.2543302681367743,-3.8048234651683885,0.15986204125467482,0.12502844809186978,0.5746245275957454,0.606106505778803
159,ACTR6,lscc,0.7319065925101845,-11.895789033963146,-0.3618702640051724,5.768918551126661,0.001959979789156297,0.0023165290547559397,0.1356148155661003,0.14692452886925744
160,ACTR8,lscc,0.46456368904510736,-7.94365760051555,0.15470674279072782,-2.6512399497781725,0.15838479541347233,0.1655812705179472,0.7049785046289821,0.7016094561184697
161,ACVR1,lscc,1.4999290635654943,-25.69306259086907,-0.0493347594551772,0.18201775064763956,0.07566340458943796,0.08173925778840435,0.9742339197331857,0.9938069453164777
